symbol,relevant_stock
SZ300793,"SZ300793,SZ300750,SZ300782,SZ300760,SZ300751,SZ300759,SZ300769"
SZ000766,"SZ000766,SZ002008,SZ002028,SZ002030,SZ002031,SZ002032,SZ002033"
SZ002773,"SZ002773,SZ002829,SZ002912,SZ002933,SZ002967,SZ003009,SZ003035,SZ003037"
SH601929,"SH601929,SH600019,SH600036,SH601166,SH601328,SH601398,SH601988,SH601288"
SZ300685,"SZ300685,SZ300750,SZ300782,SZ300769,SZ300747,SZ300737,SZ300724"
SH601101,"SH601101,SH600019,SH600028,SH600031,SH600036,SH600050,SH600150,SH601000"
SH603949,"SH603949,SH600585,SH600111,SZ002202,SZ002463,SH603338,SZ002829,SH603026"
SH688677,"SH688677,SH688007,SH688012,SH688019,SH688025,SH688037,SH688063,SH688081"
SH600035,"SH600035,SH600019,SH601888,SH600028,SH600011,SH600009,SH601398"
SZ300144,"SZ300144,SZ300073,SZ300124,SZ300183,SZ300223,SZ300274,SZ300308,SZ300346"
SZ002694,"SZ002694,SZ002829,SZ002912,SZ002709,SZ002805,SZ002933,SZ002967"
SZ301622,"SZ301622,SZ300750,SZ300450,SZ300747,SZ300531,SZ300595,SZ300661,SZ300769"
SH603789,"SH603789,SH603019,SH603305,SH603606,SH603650,SH603806,SH603937"
SZ000799,"SZ000799,SZ002008,SZ002202,SZ002236,SZ002415,SZ002475,SZ002508,SZ002510"
SZ002543,"SZ002543,SZ002008,SZ002129,SZ002475,SZ002709,SZ002833,SZ002938,SZ300100"
SH603633,"SH603633,SH603009,SH603338,SH603993,SZ002829,SZ002933,SZ002967,SZ300532"
SZ300369,"SZ300369,SZ300346,SZ300373,SZ300395,SZ300408,SZ300413,SZ300418,SZ300420"
BJ920273,"BJ920273,600585,600019,600028,600031,600036,600050,600061"
SH603429,"SH603429,SH603338,SH603009,SH603026,SH603606,SH603993,SZ002829,SZ002906"
SZ300682,"SZ300682,SZ300751,SZ300782,SZ300750,SZ300733,SZ300757,SZ300769"
SZ301584,"SZ301584,SZ300751,SZ300747,SZ300532,SZ300724,SZ300769,SZ300782"
SH600019,"SH600019,SH600028,SH601857,SH600007,SH600016,SH600050,SH600036"
SH688538,"SH688538,SH688008,SH688012,SH688019,SH688029,SH688036,SH688051"
SZ002893,"SZ002893,SZ002805,SZ002912,SZ002933,SZ002938,SZ002959,SZ002967,SZ003009"
SH600619,"SH600619,SH600019,SH600036,SH601166,SH601328,SH601398,SH601988"
BJ920415,"BJ920415,600519,000858,000568,600702,600197,600809,600600"
BJ920010,"BJ920010,600585,002463,600487,600870,600171,600089"
SZ300695,"SZ300695,SZ300750,SZ300747,SZ300782,SZ300803,SZ300801,SZ300807"
SH600624,"SH600624,SH600019,SH600036,SH601328,SH601166,SH600000,SH600016,SH601288"
SZ000034,"SZ000034,SZ000001,SZ000002,SZ000004,SZ000005,SZ000006,SZ000007"
BJ920496,"BJ920496,600519,000858,000568,000799,600702,600197,600809"
SH603777,"SH603777,SH603009,SH603305,SH603606,SH603993,SZ002823,SZ002933,SZ002967"
SH600864,"SH600864,SH600585,SH600019,SH600031,SH600008,SH600028,SH600036,SH600050"
SH603693,"SH603693,SH603305,SH603026,SH603606,SH603009,SH603338,SH603997"
SZ002090,"SZ002090,SZ002138,SZ002245,SZ002475,SZ002508,SZ002510,SZ002547,SZ002600"
SH601688,"SH601688,SH600019,SH601988,SH601398,SH601288,SH600036,SH601166,SH600000"
SH600706,"SH600706,SH600585,SH600019,SH600031,SH600036,SH600050,SH600150,SH600170"
SZ300856,"SZ300856,SZ300750,SZ300747,SZ300782,SZ300751,SZ300753,SZ300755"
SH601128,"SH601128,SH600585,SH600519,SH600809,SH600702,SH600197,SH600600,SH600059"
SH600648,"SH600648,SH600019,SH600150,SH600188,SH600316,SH600428,SH600583,SH600871"
SH603195,"SH603195,SH603338,SH603009,SZ002829,SZ002906,SH603659,SZ002890"
SH688802,"SH688802,SH688008,SH688012,SH688019,SH688026,SH688037,SH688063,SH688086"
SH688522,"SH688522,SH688007,SH688012,SH688019,SH688081,SH688100,SH688111,SH688169"
SZ300760,"SZ300760,SZ300750,SZ300782,SZ300769,SZ300771,SZ300770,SZ300772"
SH601988,"SH601988,SH601398,SH601288,SH601939,SH600036,SH600016,SH601166,SH600000"
SH688103,"SH688103,SH688012,SH688008,SH688019,SH688087,SH688063,SH688026"
SH605222,"SH605222,SH603305,SH603035,SH603606,SH603338,SH603009,SH603727,SH603996"
SZ300288,"SZ300288,SZ300346,SZ300398,SZ300400,SZ300408,SZ300413,SZ300418"
SZ002898,"SZ002898,SZ002812,SZ002925,SZ002932,SZ002957,SZ002967,SZ003009,SZ003035"
SZ300607,"SZ300607,SZ300751,SZ300750,SZ300747,SZ300749,SZ300748,SZ300752"
SZ000807,"SZ000807,SZ002008,SZ002202,SZ002237,SZ002444,SZ002506,SZ002511,SZ002531"
BJ920533,"BJ920533,603009,603305,603659,603997,603025,603035"
SZ300289,"SZ300289,SZ300346,SZ300073,SZ300124,SZ300182,SZ300223,SZ300274,SZ300308"
SH603858,"SH603858,SH603305,SH603026,SH603035,SH603338,SH603606,SH603659,SH603690"
SH603818,"SH603818,SH603305,SH603009,SH603035,SH603606,SH603997,SZ002829,SZ002906"
SZ300201,"SZ300201,SZ300014,SZ300073,SZ300124,SZ300133,SZ300144,SZ300150,SZ300168"
SH600211,"SH600211,SH600585,SH600516,SH600809,SH600309,SH600019,SH600028"
SZ301501,"SZ301501,SZ300751,SZ300750,SZ300749,SZ300748,SZ300747,SZ300746"
SZ002847,"SZ002847,SZ002008,SZ002475,SZ002189,SZ002709,SZ002932,SZ002829"
SZ000876,"SZ000876,SZ002008,SZ002202,SZ002245,SZ002434,SZ002510,SZ002573,SZ002601"
SH688287,"SH688287,SH688007,SH688012,SH688019,SH688029,SH688036,SH688037,SH688052"
SZ000166,"SZ000166,SZ000703,SZ002008,SZ002027,SZ002036,SZ002050,SZ002051,SZ002052"
SZ002832,"SZ002832,SZ002805,SZ002932,SZ002829,SZ002819,SZ002830,SZ002828"
SH603900,"SH603900,SH600522,SH600481,SH600876,SZ000839,SZ002051,SZ002204,SZ002434"
SZ002690,"SZ002690,SZ002008,SZ002475,SZ002179,SZ002056,SZ002209,SZ002245"
SZ301152,"SZ301152,SZ300533,SZ300751,SZ300747,SZ300769,SZ300782,SZ300803"
SZ300243,"SZ300243,SZ300014,SZ300124,SZ300133,SZ300141,SZ300142,SZ300144,SZ300146"
BJ920242,"BJ920242,600870,600585,600009,600115,600036,600028"
SZ300795,"SZ300795,SZ300751,SZ300782,SZ300769,SZ300750,SZ300770,SZ300755,SZ300787"
SZ002192,"SZ002192,SZ002008,SZ002475,SZ002179,SZ002245,SZ002463,SZ002036"
SH603176,"SH603176,SH603338,SH603035,SH603009,SZ002829,SH603608,SH603993,SH603659"
SZ000561,"SZ000561,SZ000725,SZ000858,SH600519,SH600809,SH600702,SZ002304"
SH603738,"SH603738,SH603338,SH603009,SH603606,SH603035,SH603993,SH603305,SH603319"
SZ001269,"SZ001269,SZ002812,SZ002938,SZ002967,SZ002993,SZ003009,SZ003017,SZ003021"
SZ002936,"SZ002936,SZ002859,SZ002805,SZ002912,SZ002920,SZ002921,SZ002922"
SZ000913,"SZ000913,SZ002005,SZ002202,SZ002444,SZ002579,SZ002709,SZ002829"
SZ000610,"SZ000610,SZ000703,SZ000709,SZ000725,SZ000756,SZ000858,SZ000932,SZ002005"
SZ002915,"SZ002915,SZ002850,SZ002829,SZ002925,SZ002933,SZ002958,SZ002967"
SZ002491,"SZ002491,SZ002008,SZ002056,SZ002129,SZ002245,SZ002475,SZ002508,SZ002510"
SZ000721,"SZ000721,SZ000839,SZ002202,SZ002236,SZ002444,SZ002506,SZ002543,SZ002601"
SH601665,"SH601665,SH600019,SH600028,SH601398,SH601988,SH601288,SH601939"
SH603030,"SH603030,SH600340,SH600585,SH600876,SZ000703,SZ000725,SZ002008,SZ002202"
SH600027,"SH600027,SH600028,SH660000,SH601857,SH600019,SH600036,SH600050"
SZ002652,"SZ002652,SZ002008,SZ002475,SZ002821,SZ002916,SZ002938,SZ002967,SZ003009"
SZ300676,"SZ300676,SZ300750,SZ300782,SZ300661,SZ300747,SZ300698,SZ300739"
SH600975,"SH600975,SH600585,SH600309,SH600519,SH600809,SH600702,SH600197"
SZ300642,"SZ300642,SZ300750,SZ300782,SZ300751,SZ300747,SZ300753,SZ300755"
SH600052,"SH600052,SH600019,SH600028,SH600031,SH600050,SH600089,SH600104,SH600150"
SH603595,"SH603595,SH603009,SH603338,SH603606,SH603026,SH603993,SH603035,SH603032"
SZ300152,"SZ300152,SZ300073,SZ300124,SZ300183,SZ300223,SZ300274,SZ300308,SZ300346"
SZ000933,"SZ000933,SZ002008,SZ002202,SZ002236,SZ002415,SZ002475,SZ002508,SZ002510"
SH603636,"SH603636,SH603338,SH603009,SH603993,SH603026,SH603035,SH603606,SH603305"
SZ300382,"SZ300382,SZ300014,SZ300124,SZ300133,SZ300223,SZ300274,SZ300309,SZ300346"
SZ001965,"SZ001965,SZ002008,SZ002202,SZ002245,SZ002475,SZ002508,SZ002510,SZ002577"
BJ920703,"BJ920703,600585,002463,002821,603026,603338,603659,603708"
SH600495,"SH600495,SH600585,SH600876,SH600309,SH600019,SH600028,SH600036"
SH600549,"SH600549,SH600309,SZ000792,SZ002110,SZ002237,SZ002466,SZ002738"
SH600351,"SH600351,SH600519,SH600887,SH600702,SH600197,SH600600,SH600059"
SZ300284,"SZ300284,SZ300014,SZ300073,SZ300124,SZ300133,SZ300141,SZ300207,SZ300223"
SH601901,"SH601901,SH600019,SH601880,SH600036,SH601988,SH601398,SH601288,SH601328"
SZ300579,"SZ300579,SZ300750,SZ300745,SZ300782,SZ300769,SZ300770,SZ300771"
SH603697,"SH603697,SH603338,SH603026,SH603009,SZ002823,SZ002933,SH603650"
SH688290,"SH688290,SH688007,SH688012,SH688019,SH688029,SH688037,SH688063,SH688081"
SZ002424,"SZ002424,SZ002008,SZ002129,SZ002245,SZ002475,SZ002506,SZ002510,SZ002600"
BJ920627,"BJ920627,600585,002008,002463,002709,603019,603338,603606"
SH600323,"SH600323,SH600519,SH600809,SH600779,SH600197,SH600600,SH600300"
SH600733,"SH600733,SH600519,SH600809,SH600702,SH600197,SH600300,SH600559,SH600059"
BJ920002,"BJ920002,600519,000858,000568,600702,603198,600197,002304"
SH603828,"SH603828,SH603305,SZ002829,SH603026,SZ002933,SH603650,SH603035,SH603607"
SZ300674,"SZ300674,SZ300751,SZ300782,SZ300750,SZ300747,SZ300755,SZ300756,SZ300757"
SZ300514,"SZ300514,SZ300274,SZ300346,SZ300141,SZ300488,SZ300503,SZ300751,SZ300749"
SZ000650,"SZ000650,SZ002202,SZ002463,SZ002506,SZ002558,SZ002601,SZ002709"
SH600415,"SH600415,SH600547,SH600111,SH600307,SH600876,SH600487,SZ000703"
BJ920121,"BJ920121,600585,600019,600028,601088,601398,601988,601288"
SH603583,"SH603583,SH603305,SH603009,SH603606,SZ002829,SZ002933,SZ002967"
SZ300530,"SZ300530,SZ300014,SZ300124,SZ300346,SZ300350,SZ300400,SZ300413,SZ300457"
SH601607,"SH601607,SH600019,SH601988,SH601398,SH601288,SH600036,SH601166,SH600000"
SH603507,"SH603507,SH603338,SZ002829,SZ002906,SH603659,SZ002932,SH603026,SH603035"
SH600873,"SH600873,SH600019,SH600028,SH600031,SH600036,SH600050,SH600115,SH601006"
SH601788,"SH601788,SH600585,SH600519,SH600809,SH600702,SH600197,SH600059"
SH600639,"SH600639,SH600019,SH600028,SH600036,SH601398,SH601988,SH601288,SH601328"
BJ920027,"BJ920027,600519,000858,000568,000596,603198,600702"
BJ920159,"BJ920159,603009,603338,603025,603716,603035,603690"
BJ920943,"BJ920943,600585,002463,002179,002008,002475,002236,002444"
SZ301357,"SZ301357,SZ300750,SZ300450,SZ300503,SZ300595,SZ300747,SZ300803,SZ300816"
SZ300249,"SZ300249,SZ300014,SZ300124,SZ300182,SZ300207,SZ300223,SZ300274,SZ300300"
SZ301368,"SZ301368,SZ300750,SZ300747,SZ300769,SZ300782,SZ300803,SZ300805,SZ300806"
SZ300006,"SZ300006,SZ300014,SZ300024,SZ300033,SZ300059,SZ300070,SZ300072"
SZ002295,"SZ002295,SZ002475,SZ002008,SZ002179,SZ002050,SZ002245,SZ002463"
SH688302,"SH688302,SH688008,SH688012,SH688019,SH688025,SH688036,SH688063,SH688081"
SZ000809,"SZ000809,SZ002202,SZ002237,SZ002415,SZ002475,SZ002508,SZ002510"
SZ300811,"SZ300811,SZ300751,SZ300782,SZ300750,SZ300769,SZ300770,SZ300771"
SZ002302,"SZ002302,SZ002008,SZ002245,SZ002475,SZ002508,SZ002510,SZ002547,SZ002600"
SZ301131,"SZ301131,SZ300751,SZ300747,SZ300503,SZ300595,SZ300724,SZ300750"
SZ300069,"SZ300069,SZ300124,SZ300141,SZ300223,SZ300274,SZ300308,SZ300310"
SZ300322,"SZ300322,SZ300346,SZ300373,SZ300395,SZ300400,SZ300408,SZ300413,SZ300420"
SZ000912,"SZ000912,SZ002008,SZ002027,SZ002036,SZ002049,SZ002050,SZ002051,SZ002052"
SH688795,"SH688795,SH688007,SH688012,SH688019,SH688081,SH688111,SH688169,SH688300"
SZ000567,"SZ000567,SZ000703,SZ000725,SZ000738,SZ000756,SZ000858,SZ000997,SZ002304"
SH601211,"SH601211,SH600585,SH600019,SH600031,SH600008,SH600028,SH600050,SH600087"
SZ000096,"SZ000096,SZ002008,SZ002245,SZ002475,SZ002506,SZ002594,SZ002600,SZ002709"
SZ000937,"SZ000937,SZ002008,SZ002245,SZ002475,SZ002508,SZ002594,SZ002600,SZ002601"
SH603166,"SH603166,SH603009,SH603338,SH603606,SH603026,SH603035,SH603019,SH603025"
SH600004,"SH600004,SH600008,SH600011,SH600016,SH600028,SH600036,SH600050,SH600061"
SZ000639,"SZ000639,SZ002008,SZ002025,SZ002036,SZ002049,SZ002050,SZ002051,SZ002052"
SH600559,"SH600559,SH600585,SH600019,SH600028,SH600031,SH600036,SH600050"
SZ002594,"SZ002594,SZ002463,SZ002179,SZ002245,SZ002475,SZ002008,SZ002036"
SH688049,"SH688049,SH688012,SH688008,SH688019,SH688063,SH688081,SH688026"
SZ300558,"SZ300558,SZ300014,SZ300073,SZ300124,SZ300133,SZ300223,SZ300274,SZ300308"
SH605286,"SH605286,SH603338,SH603035,SH603009,SH603606,SH603659,SH603005,SH603032"
SH688059,"SH688059,SH688012,SH688008,SH688019,SH688081,SH688063,SH688026"
SZ002317,"SZ002317,SZ002245,SZ002008,SZ002179,SZ002475,SZ002600,SZ002709,SZ002829"
BJ920003,"BJ920003,600519,000858,000568,002304,603198,600702,600197"
SH600060,"SH600060,SH600019,SH600028,SH600031,SH600036,SH600050,SH600089,SH600104"
SH600605,"SH600605,SH600019,SH600036,SH601328,SH601398,SH601988,SH601288"
SH605098,"SH605098,SH603338,SH603037,SH603606,SH603005,SH603003,SH603007,SH603009"
SZ300403,"SZ300403,SZ300014,SZ300124,SZ300133,SZ300223,SZ300274,SZ300309,SZ300346"
SZ301193,"SZ301193,SZ300533,SZ300751,SZ300750,SZ300749,SZ300748,SZ300747"
SH600155,"SH600155,SH600585,SH600519,SH600809,SH600779,SH600059,SH600132"
SH603776,"SH603776,SH600585,SZ002463,SH600487,SH600362,SZ002202,SH600876"
SZ002385,"SZ002385,SZ002008,SZ002050,SZ002129,SZ002202,SZ002248,SZ002475"
SZ301213,"SZ301213,SZ300533,SZ300450,SZ300141,SZ300395,SZ300751,SZ300724,SZ300803"
SH603099,"SH603099,SH603338,SH603986,SH603035,SH603026,SH603032,SH603033,SH603036"
BJ920020,"BJ920020,600519,000858,000568,600702,600197,600809,600600"
SZ000407,"SZ000407,SZ000839,SZ002051,SZ002202,SZ002209,SZ002430,SZ002594"
SZ000728,"SZ000728,SZ002008,SZ002236,SZ002463,SZ002508,SZ002510,SZ002547,SZ002601"
SH600745,"SH600745,SH600585,SH600111,SZ000703,SH600876,SZ000737,SH600307"
SZ002309,"SZ002309,SZ002008,SZ002129,SZ002245,SZ002475,SZ002506,SZ002600,SZ002709"
SH600760,"SH600760,SH600585,SZ000737,SZ002202,SZ002466,SH600876"
SZ001376,"SZ001376,SZ002812,SZ002933,SZ002967,SZ002986,SZ003009,SZ003015,SZ003035"
SH603712,"SH603712,SH603009,SH603338,SH603606,SH603993,SZ002829,SZ002906,SZ300532"
BJ920278,"BJ920278,600519,000858,000568,600702,603198,600197,600809"
SZ300761,"SZ300761,SZ300750,SZ300782,SZ300769,SZ300770,SZ300771,SZ300772"
SZ002987,"SZ002987,SZ002850,SZ002925,SZ002709,SZ002805,SZ002933,SZ002957"
BJ920239,"BJ920239,600585,600019,601988,601398,601288,601939"
SH600551,"SH600551,SH600585,SH600519,SH600809,SH600702,SH600132,SH600059"
SZ300732,"SZ300732,SZ300751,SZ300745,SZ300750,SZ300755,SZ300756,SZ300757"
SH603280,"SH603280,SH600519,SH600809,SH603198,SH603369,SZ000858,SZ002304,SZ000568"
BJ920374,"BJ920374,600585,002245,600487,002008,600876,002463"
SH603508,"SH603508,SH603338,SH603009,SH603606,SH603993,SZ002829,SZ002901,SZ002958"
SZ002387,"SZ002387,SZ002008,SZ002475,SZ002129,SZ002245,SZ002050,SZ002202,SZ002179"
SZ300295,"SZ300295,SZ002415,SZ300073,SZ300124,SZ300346,SZ300350,SZ300352"
SZ002178,"SZ002178,SZ002008,SZ002050,SZ002129,SZ002245,SZ002371,SZ002475"
SH603657,"SH603657,SH603009,SZ002829,SH603305,SH603690,SH603708,SH603936,SH603997"
SH601519,"SH601519,SH600019,SH600028,SH600031,SH600050,SH600125,SH600150,SH600188"
SH601225,"SH601225,SH600019,SH601989,SH601398,SH601288,SH600036,SH601166,SH600016"
SZ002369,"SZ002369,SZ002008,SZ002050,SZ002129,SZ002209,SZ002245,SZ002444"
SH600743,"SH600743,SH600585,SH600111,SH600019,SH600036,SH600028,SH600000"
SH601500,"SH601500,SH600019,SH601989,SH601398,SH601288,SH601939,SH600036"
SZ001328,"SZ001328,SZ002829,SZ002933,SZ002957,SZ002967,SZ003009,SZ003017,SZ003035"
SH600721,"SH600721,SH600519,SH600809,SH600197,SH600702,SH600600,SH600559,SH600132"
SZ300005,"SZ300005,SZ300014,SZ300024,SZ300033,SZ300059,SZ300070,SZ300072"
SZ300457,"SZ300457,SZ300750,SZ300782,SZ300747,SZ300769,SZ300661,SZ300672"
SZ000019,"SZ000019,SZ000034,SZ000049,SZ000063,SZ000066,SZ000068,SZ000070"
SH605580,"SH605580,SH603338,SH603606,SH603019,SH603003,SH603993,SH603659,SH603305"
SZ301227,"SZ301227,SZ300751,SZ300750,SZ300531,SZ300747,SZ300803,SZ300782"
SZ301386,"SZ301386,SZ300750,SZ300782,SZ300896,SZ300976,SZ301029,SZ301162,SZ301239"
SH600843,"SH600843,SH600585,SH600019,SH600036,SH601398,SH601988,SH601288,SH601328"
SZ300926,"SZ300926,SZ300750,SZ300782,SZ300803,SZ300805,SZ300806,SZ300807,SZ300808"
SZ002952,"SZ002952,SZ002850,SZ002916,SZ002938,SZ002967,SZ002983,SZ003009,SZ003029"
SZ300130,"SZ300130,SZ300073,SZ300124,SZ300183,SZ300223,SZ300274,SZ300308"
SZ300581,"SZ300581,SZ300661,SZ300672,SZ300751,SZ300750,SZ300749,SZ300769"
SH600161,"SH600161,SH600019,SH600028,SH600031,SH600050,SH600104,SH600125,SH600150"
BJ920575,"BJ920575,600585,600519,000858,000568,603198,600197"
SH688660,"SH688660,SH688007,SH688012,SH688019,SH688081,SH688101,SH688111,SH688169"
SZ301058,"SZ301058,SZ300841,SZ300769,SZ300751,SZ300747,SZ300746,SZ300745,SZ300744"
SH600557,"SH600557,SH600585,SH600519,SH600809,SH600702,SH600054,SH600132"
SZ000402,"SZ000402,SZ000839,SZ000951,SZ002038,SZ002051,SZ002056,SZ002128,SZ002209"
SZ301448,"SZ301448,SZ300750,SZ300782,SZ300896,SZ300976,SZ301029,SZ301089,SZ301138"
SZ000099,"SZ000099,SZ000034,SZ000898,SZ002008,SZ002027,SZ002030,SZ002032,SZ002035"
SH601236,"SH601236,SH600585,SH600019,SH601989,SH601398,SH601166,SH600036,SH600000"
SH605378,"SH605378,SH603305,SH603009,SH603659,SH603037,SH603069,SH603606"
SZ001206,"SZ001206,SZ002812,SZ002932,SZ002986,SZ002997,SZ003009,SZ003017,SZ003021"
SZ300276,"SZ300276,SZ300014,SZ300124,SZ300182,SZ300223,SZ300274,SZ300309,SZ300340"
SH603211,"SH603211,SH603009,SH603305,SH603659,SH603737,SH603868,SH603993"
SH603613,"SH603613,SH603009,SH603305,SH603997,SZ002829,SZ002933,SZ002967"
SZ300366,"SZ300366,SZ300073,SZ300124,SZ300184,SZ300223,SZ300274,SZ300308,SZ300310"
BJ920946,"BJ920946,600519,000858,000568,002304,603198,600702,000799"
SH600197,"SH600197,SH600019,SH600028,SH600031,SH600036,SH600050,SH600104,SH600111"
SZ000002,"SZ000002,SH600048,SH600009,SH600115,SH600383,SH600606,SH600007"
SH603535,"SH603535,SH603305,SH603009,SH603606,SH603033,SH603936,SH603026,SH603025"
SZ301009,"SZ301009,SZ300750,SZ300745,SZ300746,SZ300747,SZ300748,SZ300749"
SZ300563,"SZ300563,SZ300014,SZ300118,SZ300274,SZ300346,SZ300400,SZ300450,SZ300502"
SH600250,"SH600250,SH600585,SH600309,SH600426,SH600801,SH600019,SH600028,SH600031"
SH600885,"SH600885,SH600519,SH600702,SH600197,SH600809,SH600059,SH600600"
SH600125,"SH600125,SH600019,SH600307,SH600585,SH600871,SH601005,SH601118,SH601668"
SZ002101,"SZ002101,SZ002008,SZ002050,SZ002129,SZ002245,SZ002475,SZ002508,SZ002510"
SZ002008,"SZ002008,SZ002056,SZ002129,SZ002202,SZ002245,SZ002306,SZ002475"
SH600255,"SH600255,SH600585,SH600516,SH600089,SH600809,SH600196,SH600309,SH600219"
SZ002840,"SZ002840,SZ002709,SZ002812,SZ002906,SZ002920,SZ002933,SZ002958,SZ003009"
SH603927,"SH603927,SH600585,SZ002008,SZ002463,SH600346,SZ002202,SZ002119,SH600176"
SZ002965,"SZ002965,SZ002850,SZ002912,SZ002938,SZ002967,SZ300532,SZ300672,SZ300727"
SZ002583,"SZ002583,SZ002008,SZ002475,SZ002180,SZ002709,SZ002829,SZ002920"
SZ000752,"SZ000752,SZ002008,SZ002245,SH600585,SZ002463,SZ002179,SZ002050,SZ002202"
SZ002878,"SZ002878,SZ002920,SZ002829,SZ002906,SZ002893,SZ002916,SZ002932"
SH603014,"SH603014,SH603338,SH603035,SZ002823,SH603650,SH603026,SZ002906"
BJ920475,"BJ920475,600519,000858,000568,600702,600197,600809,600559"
BJ920100,"BJ920100,600585,600019,600028,601857,601808,600036,601398"
SZ002642,"SZ002642,SZ002805,SZ002925,SZ002709,SZ002821,SZ002906,SZ002896"
SZ002876,"SZ002876,SZ002920,SZ002829,SZ002906,SZ002916,SZ002933,SZ002958"
SH603406,"SH603406,SH603338,SH603009,SH603026,SH603035,SH603066,SH603080,SH603100"
SH601633,"SH601633,SH600019,SH600028,SH600031,SH600050,SH600188,SH600346,SH601000"
SZ300207,"SZ300207,SZ300014,SZ300124,SZ300183,SZ300223,SZ300274,SZ300308,SZ300310"
SZ300350,"SZ300350,SZ300395,SZ300274,SZ300083,SZ300124,SZ300308,SZ300182,SZ300223"
SZ000915,"SZ000915,SZ002008,SZ002202,SZ002245,SZ002444,SZ002511,SZ002573,SZ002602"
SH600573,"SH600573,SH600019,SH600028,SH600031,SH600036,SH600050,SH600104,SH600115"
SH600537,"SH600537,SH600585,SH600876,SH600176,SH600307,SH600481,SH600516"
BJ920770,"BJ920770,600585,002245,002463,603026,603305,603993,600326"
BJ920300,"BJ920300,688008,688012,688019,688021,688023,688025,688026"
SZ000555,"SZ000555,SZ000725,SZ002005,SZ002010,SZ002013,SZ002015,SZ002016,SZ002017"
SZ003018,"SZ003018,SZ002850,SZ002932,SZ002805,SZ002993,SZ002986,SZ002957"
SH688266,"SH688266,SH688007,SH688012,SH688019,SH688029,SH688037,SH688041,SH688052"
SZ002022,"SZ002022,SZ002008,SZ002049,SZ002129,SZ002209,SZ002245,SZ002475"
SZ002123,"SZ002123,SZ002008,SZ002245,SZ002475,SZ002709,SZ002812,SZ002920,SZ300100"
SZ300170,"SZ300170,SZ300073,SZ300118,SZ300223,SZ300274,SZ300308,SZ300310,SZ300346"
SZ003019,"SZ003019,SZ002812,SZ002995,SZ002932,SZ002767,SZ002829,SZ002967"
BJ920016,"BJ920016,600519,000858,000568,603198,600702,600197,600809"
SH688712,"SH688712,SH688007,SH688012,SH688019,SH688025,SH688037,SH688063,SH688086"
SH601618,"SH601618,SH600019,SH601988,SH601398,SH601288,SH600036,SH601166,SH600016"
SH605296,"SH605296,SH603305,SH603009,SH603659,SH603035,SH603338,SH603019,SH603033"
SZ301087,"SZ301087,SZ300506,SZ300595,SZ300751,SZ300769,SZ300803,SZ300815,SZ300821"
SH688111,"SH688111,SH688007,SH688012,SH688019,SH688086,SH688100,SH688116,SH688126"
SZ000697,"SZ000697,SZ002008,SZ002202,SZ002245,SZ002415,SZ002475,SZ002508,SZ002510"
SZ001227,"SZ001227,SZ002829,SZ002933,SZ002966,SZ002985,SZ003009,SZ003035,SZ003037"
SH603227,"SH603227,SH603026,SH603027,SH603028,SH603029,SH603030,SH603031"
SH600252,"SH600252,SH600585,SH600547,SH600307,SH600111,SH600019,SH600008"
SH605388,"SH605388,SH603338,SH603009,SH603019,SH603026,SH603033,SH603035,SH603036"
BJ920642,"BJ920642,600519,000858,000568,000799,600702,600197,600809"
SZ301211,"SZ301211,SZ300506,SZ300533,SZ300751,SZ300803,SZ300815,SZ300820,SZ300832"
SH600730,"SH600730,SH600519,SH600887,SH600702,SH600197,SH600600,SH600559,SH600059"
SZ300768,"SZ300768,SZ300751,SZ300747,SZ300750,SZ300755,SZ300756,SZ300757"
SZ002908,"SZ002908,SZ002805,SZ002829,SZ002933,SZ002967,SZ002986,SZ003009,SZ003035"
SH603444,"SH603444,SH603305,SH603019,SH603035,SH603338,SH603606,SH603659"
SZ002990,"SZ002990,SZ002850,SZ002912,SZ002925,SZ002933,SZ002958,SZ002967,SZ003009"
SZ300380,"SZ300380,SZ300346,SZ300274,SZ300083,SZ300101,SZ300124,SZ300133,SZ300141"
SH600132,"SH600132,SH600019,SH600028,SZ000001,SH601398,SH601288,SH601988,SH601328"
SH600729,"SH600729,SH600519,SH600809,SH600197,SH600702,SH600300,SH600559"
SZ002401,"SZ002401,SZ002008,SZ002245,SZ002475,SZ002179,SZ002463,SZ002050"
BJ920419,"BJ920419,600519,000858,000568,600809,603198,600702,600197"
SZ002913,"SZ002913,SZ002859,SZ002805,SZ002709,SZ002932,SZ002926,SZ002901"
SZ000504,"SZ000504,SZ000703,SZ002005,SZ002119,SZ002209,SZ002237,SZ002304,SZ002407"
SH600265,"SH600265,SH600585,SZ000737,SH600873,SZ000951,SH600307,SZ002010"
SH603801,"SH603801,SH603338,SH603009,SZ002829,SH603601,SH603936,SH603035,SZ002906"
SH603202,"SH603202,SH603305,SH603009,SH603659,SH603035,SH603993,SH603338"
SZ002370,"SZ002370,SZ002008,SZ002245,SZ002475,SZ002709,SZ002829,SZ002933,SZ300100"
SH603327,"SH603327,SH600876,SH600585,SZ002008,SZ002463,SH600176,SH600340,SZ002202"
SZ300965,"SZ300965,SZ300750,SZ300782,SZ300747,SZ300751,SZ300755,SZ300756,SZ300757"
SZ300386,"SZ300386,SZ300073,SZ300124,SZ300141,SZ300223,SZ300274,SZ300309,SZ300346"
